Respondent_ID,SAMPLE,AB,Q6Rand,SYSTEM:IP Address,T1.,S1.,S2.,S3.,S3.REGION,GENDER/REGION,S4.,S5.,S6.,S7.,S8.,S5-S6.,S9_1,S9_2,S9_3,S9_4,S9_5,S9_6,S9_7,S9_10,S10.,S11.,S12_1,S12_2,S12_3,S12_4,S12_5,S12_6,S12_7,S12_8,S12_9,S12_10,S12_11,S12_12,S12_13,S13_1,S13_2,S13_3,S13_4,S13_5,S13_6,S13_7,S13_8,S13_9,S13_10,S13_11,S13_12,S13_13,S13_14,S13_15,S14.,S15.:0-4,S15.:5-7,S15.:8-10,S15.:11-13,S15.:14-18,S15.:None,S16.:0-4,S16.:5-7,S16.:8-10,S16.:11-13,S16.:14-18,S16.:None,Q1.,Q2_1,Q2_2,Q2_3,Q2_4,FAN,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7.,Q8.,Q9.,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12
926,1,1,1,204.96.25.141,1,1,1,11,3,5,37,1,2,5,1,1,,,,,,,,8,4,5,,,,,,,7,,,,11,12,,,,,,,,,,,,11,,13,14,,2,,,,,,,,,,,,,2,3,3,1,2,2,2,1,6,2,2,2,6,2,6,6,6,3,3,3,3,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,3,6,4,2,3,3,2,6,3,3,6,2,3,6
927,1,1,1,159.221.32.10,1,1,1,22,1,1,36,6,2,6,1,6,,,,,,,,8,5,5,,,3,4,5,,,,9,,11,12,,,2,3,,,,7,,9,,11,,,14,,1,,,3,,,,,,,4,,,2,3,4,4,3,2,2,2,3,3,3,4,4,4,4,4,4,3,3,3,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,1,3,7,6,3,3,3,2,4,4,6,3,3,3,4
931,2,2,2,66.87.81.54,1,1,1,31,1,1,51,1,2,3,1,1,,,,,,,7,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,4,3,2,2,1,2,6,1,1,2,5,3,6,5,6,1,1,3,3,,,,4,,,,,,10,11,12,,,,,,,,,,,,8,9,10,11,,,,,,1,1,8,4,1,2,4,1,1,3,1,1,1,3,4
932,1,2,2,184.152.52.156,1,2,1,33,1,2,54,2,2,5,3,2,,,,,,,,8,5,3,,2,,,,6,,,,,,12,,1,2,3,,,,,,,,11,12,,,,2,,,,,,,,,,,,,1,4,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,3,0,5,5,5,5,5,5,5,5,5,5,5,5
934,2,1,3,168.85.177.195,1,1,1,43,3,5,35,1,2,3,1,1,,,,,,,7,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,1,1,1,1,3,2,1,1,1,1,3,1,3,1,1,1,1,1,,,4,,6,,,,10,,,,,,,1,2,,,,6,,,,10,,,,,,,1,1,9,4,4,4,4,1,3,3,3,3,3,4,4
935,2,1,1,107.77.173.9,1,1,1,14,2,3,35,1,2,3,4,1,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,1,2,,,,,3,1,1,2,2,1,1,1,2,2,1,1,2,3,5,5,3,1,1,1,3,,,,4,,6,,8,,,11,12,,,15,,,,,4,,6,,8,9,10,11,12,,,,,1,1,6,4,3,3,3,2,3,2,2,2,2,4,6
936,2,1,1,73.8.141.122,1,2,1,14,2,4,49,1,2,3,5,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,5,,1,1,1,1,2,1,2,1,6,1,2,1,1,1,6,6,6,3,3,3,3,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,3,9,6,3,5,3,1,6,6,3,6,6,6,4
942,3,1,2,107.185.60.191,1,2,1,5,4,8,55,1,2,3,1,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,6,1,3,2,1,3,2,2,2,6,2,2,2,3,1,5,5,5,3,1,3,1,,2,3,,,,,,,,,12,,,,,1,2,3,,,,,8,,,11,,,,,,3,3,5,3,3,2,3,3,3,3,3,3,3,3,3
944,1,1,2,65.151.188.124,1,1,1,26,2,3,33,1,2,6,1,1,,,,,,,,8,5,1,,2,,4,,6,7,8,,10,,12,,,,3,4,5,6,,,,,11,12,,,,1,,,3,,,,,,,,5,,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,,3,,5,6,,,,,,,,,,,1,2,,,,,,,,,,,13,14,,,1,1,9,1,1,2,2,2,2,1,1,3,2,1,2
950,2,1,1,184.98.195.142,1,1,2,3,4,7,53,1,2,3,7,1,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,2,1,3,1,1,1,2,1,1,1,3,2,2,2,3,1,2,3,1,,,,,,6,,,,10,,,,14,,,,,,,,,,,,,,,,,,16,1,3,9,2,1,1,3,1,3,2,2,2,1,2,2
951,3,1,2,172.58.217.159,1,2,1,7,1,2,30,1,2,3,5,1,,,,,,,,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,4,,,,2,,,,,2,4,4,2,3,3,2,2,4,3,2,2,2,2,5,5,6,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,1,3,0,5,6,6,6,6,6,6,6,6,6,6,6
956,2,1,2,67.7.14.46,1,1,1,16,2,3,42,1,2,3,2,1,,,,,,,,8,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,4,,,1,2,1,1,2,2,2,1,1,3,2,1,2,2,2,1,2,1,2,2,1,,,3,,,6,,,,,,,,,,,,,,,,,,,9,,,,13,,,,2,1,8,5,4,5,4,4,5,5,5,4,5,4,5
958,1,1,2,174.23.228.233,1,1,1,45,4,7,34,1,2,6,3,1,,,,,,,,8,4,6,1,2,3,,5,6,7,8,,10,11,,,1,,3,,,,,8,9,,,12,,14,,1,1,,,,,,,,,,,6,2,1,1,1,2,1,2,1,3,2,1,2,2,2,3,3,3,1,1,1,3,,,,,,6,,8,,10,,12,,14,15,,,,,4,,6,,8,,10,11,,,14,,,1,1,9,1,3,4,2,1,2,2,1,2,2,4,2
959,2,1,3,108.231.158.92,1,1,1,10,3,5,56,1,2,3,1,1,,,,,,,,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,3,2,1,2,2,2,4,3,2,2,2,6,3,5,5,2,3,2,3,,,,4,,,,,,,,,13,,,,,,,,,,,,,,,,13,,,,3,3,6,5,5,4,5,5,4,4,4,3,3,3,5
962,1,1,3,172.58.3.229,1,1,1,11,3,5,45,1,2,6,1,1,,,,,,,,8,5,3,,,,,,,7,,,10,11,,,1,2,3,,,6,,,9,10,,12,,,,1,,,,,5,,,,,4,5,,1,3,3,4,2,2,2,1,3,2,2,2,2,2,1,1,6,1,1,3,1,1,,,4,,6,,8,,10,11,12,,,,,,,,4,,6,,8,,10,11,,,14,,,3,3,6,3,1,1,4,1,2,3,1,2,2,3,3
965,1,2,2,65.28.71.202,1,1,1,17,2,3,51,1,2,5,1,1,,,,,,,,8,5,4,1,2,3,,,6,,,9,10,11,,,,,3,4,5,,,,9,,11,12,,14,,2,,,,,,,,,,,,,2,1,1,3,1,1,1,1,1,3,1,1,6,3,3,3,2,1,1,2,2,,2,,4,,6,7,8,,10,11,12,,14,,,1,2,3,4,5,6,7,8,9,10,11,12,,14,,,1,1,8,4,1,3,3,1,2,3,1,2,1,3,1
968,1,2,1,69.137.235.32,1,1,1,21,3,5,49,1,2,5,1,1,,,,,,,,8,7,7,,,3,,5,,7,8,,,11,,,1,2,3,,,,,,,,11,12,13,14,,1,,2,,,5,,,,,4,,,2,4,4,2,1,3,3,3,3,3,4,3,2,3,4,5,5,3,3,3,3,,,,4,,,,,,,,,13,,,,,,,4,,,,,,,,12,,,15,,3,2,1,5,5,5,5,2,2,4,4,6,6,6,5
973,1,2,2,216.165.126.106,1,1,1,33,1,1,35,1,2,6,1,1,,,,,,,7,,8,7,,2,3,,,,7,,,,,,,1,,3,,,,,,,,11,,,14,,1,,,,,,6,1,,,,,,2,4,3,1,1,3,2,2,3,3,3,2,2,2,5,5,5,3,3,3,3,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,3,2,5,4,2,4,3,6,1,6,2,6,3,6
976,2,1,1,75.34.164.113,1,2,1,15,2,4,66,1,2,3,7,1,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,2,1,1,1,1,1,1,1,1,2,6,2,6,1,1,1,1,3,,,,,,6,7,,,10,,12,,,,,,,,,,,,,,,,,,14,,,3,3,9,2,2,6,1,1,2,2,6,2,2,2,6
977,2,1,3,68.229.2.49,1,1,1,29,4,7,46,1,2,3,1,1,,,,,,,,8,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,3,1,1,2,3,3,2,2,2,2,2,3,2,2,3,1,3,1,,,,4,,,,,,,,,,14,15,,,2,,,,,,,9,10,,12,,14,,,1,3,8,5,2,2,2,2,3,2,4,2,1,1,4
983,2,2,2,206.255.247.151,1,1,1,4,3,5,55,1,2,3,7,1,,,,,,,,8,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,2,1,2,1,2,1,3,4,1,1,2,2,6,3,2,1,1,1,1,,,,4,,6,,,,10,,12,,14,15,,,,,4,,6,,8,9,10,11,,,14,,,3,3,7,4,2,5,4,2,3,2,3,5,5,5,4
987,2,1,2,73.12.10.21,1,1,1,47,3,5,53,1,2,3,1,1,,,,,,,7,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,2,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,1,2,1,2,3,4,,6,7,8,,10,11,12,,14,,,,,3,4,,6,,8,,,11,12,,,,,3,3,8,3,2,3,3,2,3,3,2,1,1,2,2
989,2,2,1,69.137.234.183,1,1,2,21,3,5,51,1,2,3,1,1,,,,,,,,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,1,3,4,2,2,2,2,1,2,1,3,2,2,2,1,3,1,1,3,,,,4,,,,8,,10,,,,,,,,,3,,,,,8,9,10,11,12,,14,,,2,2,5,5,4,3,4,3,2,3,2,2,2,4,3
990,2,2,3,99.16.154.210,1,1,1,15,2,3,44,1,2,3,1,1,,,,,,,,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,2,,,,,1,3,2,1,2,2,1,1,2,3,2,2,6,4,6,6,2,1,1,3,2,,,,4,,,,8,9,10,,12,,14,15,,,,,4,5,,,,,,,,,,15,,1,3,7,4,4,5,2,1,2,3,3,2,1,2,3
991,2,1,2,99.101.218.41,1,1,2,44,3,5,51,1,2,3,7,1,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,4,3,4,1,2,4,3,3,2,5,3,2,2,2,5,1,3,3,1,,,,,,,,,,10,11,,,,15,,,,,,,,,8,,,11,,,,,,2,3,9,1,1,1,1,2,3,4,3,2,2,1,2
995,3,1,2,96.248.101.70,1,2,1,31,1,2,32,1,2,2,5,1,,,,,,,,8,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,,,,,,4,,,2,1,4,1,3,1,1,3,2,2,2,3,3,3,6,6,6,1,1,1,1,,,,,,,,,,,,,13,14,15,,,,,,,,,,,,,,,,,16,1,1,8,6,6,6,3,2,6,6,6,6,6,6,6
996,1,1,3,75.191.194.87,1,2,1,34,3,6,31,2,2,6,1,2,,,,,,,,8,5,7,,,,,,,,,,,11,12,,1,2,,,,,,8,,10,,12,13,14,,2,,,,,,,,,,,,,2,4,4,3,1,3,3,6,5,3,6,6,6,2,5,5,5,2,1,1,1,,,,4,,,,,,,,,13,,,,,2,,4,,,,,,,,12,,14,,,3,2,2,5,4,5,4,2,3,2,5,2,1,3,4
998,3,2,1,172.58.6.151,1,2,1,11,3,6,56,2,2,5,1,2,,,,,,,,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,4,,,,2,3,,,,2,2,2,1,2,2,2,3,3,2,1,2,2,2,4,3,4,1,1,2,1,,2,3,,,,7,,9,10,,12,13,,,,,,,,,,7,,,,,,13,,,,1,1,6,4,5,2,3,1,3,3,4,1,2,2,2
1000,3,1,2,173.46.77.150,1,2,2,32,4,8,57,1,2,3,1,1,,,,,,,,8,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,3,,,,3,1,4,1,4,1,1,4,5,1,1,4,4,4,5,5,5,1,3,3,3,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,16,1,1,10,6,6,6,3,1,6,3,3,3,1,6,6
1001,3,1,2,71.193.236.69,1,2,1,38,4,8,34,1,1,4,5,3,,,,,,,,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,,,,,,,,,6,2,4,4,2,3,3,2,6,5,6,3,6,3,4,5,5,6,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,3,1,6,6,6,6,6,6,6,6,6,6,6,6
1002,3,1,1,172.58.23.179,1,2,1,3,4,8,30,3,,4,5,3,,,,,,,,8,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,,,,1,,,,,,2,1,1,1,1,1,2,1,6,6,1,1,6,2,6,6,6,1,1,3,1,,,,,,6,,,,,,12,,14,,,,,,,,,,,,,,,,,,16,3,1,10,6,6,3,2,1,6,6,6,1,1,6,2
1005,3,1,2,162.228.241.236,1,2,2,11,3,6,27,1,2,3,1,1,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,,,,,,6,1,1,4,1,3,1,1,4,3,2,2,4,4,4,2,5,5,1,1,1,1,1,,3,,,6,,8,,,11,12,13,14,,,,2,3,,,6,7,,9,,11,12,,,,,1,1,8,6,1,6,3,1,1,1,1,1,1,1,1
1008,1,1,2,66.87.122.235,1,1,1,44,3,5,53,1,2,6,1,1,,,,,,,,8,8,1,,,3,,5,,7,,9,10,,,,1,2,3,,,6,,,,,11,12,,,,2,,,,,,,,,,,,,2,1,1,2,1,1,2,1,3,2,2,2,2,2,4,2,2,2,1,1,2,1,,,4,,6,,,,10,,,,14,,,1,2,,4,,6,7,8,9,,,12,,14,,,2,1,9,3,3,5,3,1,5,4,4,2,1,1,4
1011,3,2,1,174.16.249.205,1,2,1,5,4,8,33,3,,2,1,3,,,,,,,7,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,4,5,,,,,,,6,2,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,1,2,2,1,,,,,,6,,,,,,,,,15,,,,,,,,,,,10,,12,13,,,,2,3,7,5,3,4,5,3,4,4,2,4,4,4,4
1012,1,2,1,174.97.51.77,1,1,1,36,2,3,39,1,2,6,1,1,,,,,,,,8,4,3,,,,,,,7,8,,,,,,,,3,,,6,,,,,11,,13,,,1,1,,,,,,,,,,,6,3,2,2,1,2,2,2,2,3,3,2,2,2,3,5,5,5,3,3,3,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,1,4,3,2,2,3,1,6,2,6,4,2,2,6
1015,1,2,1,107.77.193.216,1,1,1,39,1,1,42,1,2,6,3,1,,,,,,,,8,4,3,,,,,,6,,,,,,12,,1,,3,,,6,,,,,11,12,,,,1,,2,,,,,,,3,,,,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,,,,,,,8,,10,11,12,,14,,,,,,,,,7,8,,10,11,,,14,,,1,1,9,2,3,2,2,1,3,2,2,1,2,2,4
1016,3,1,3,73.65.176.166,1,2,2,45,4,8,30,1,1,4,5,3,,,,,,,,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,,,,1,,,,,,3,1,4,1,2,1,1,4,2,2,1,3,3,1,2,3,5,1,3,3,1,,2,,,,6,,8,,10,11,12,,14,,,,2,,,,6,,8,,10,11,,,14,,,1,1,8,4,2,2,3,2,2,2,2,2,2,3,3
1017,3,2,3,174.227.137.209,1,2,1,10,3,6,32,1,2,3,5,1,,,,,,,,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,4,5,,,,,4,5,,3,3,4,2,4,2,2,4,6,6,2,4,2,6,6,6,6,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,2,3,6,6,6,6,6,6,6,6,6,6,6,6
1020,3,2,3,98.25.98.41,1,2,2,41,3,6,31,1,2,3,5,1,,,,,,,,8,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,4,5,,,,3,4,,,2,4,4,3,3,3,2,2,6,6,2,2,2,2,5,5,5,3,3,3,3,,,,,,,,,,10,,,,,,,,,,,,,,,9,10,,,,,,,1,3,1,6,6,6,6,6,6,6,6,6,6,6,6
1022,3,2,1,107.216.221.121,1,2,1,5,4,8,30,3,,4,5,3,,,,,,,,8,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,,,,,3,,,,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,,,,,,,,,,10,,,,14,,,,2,,,,,,8,9,10,,,,14,,,1,1,7,3,2,2,3,1,2,3,2,3,2,3,2
1026,3,1,1,174.194.0.224,1,2,2,11,3,6,34,2,2,5,1,2,,,,,,,,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,6,2,4,4,1,4,3,6,4,5,2,2,2,6,2,4,5,5,3,3,3,3,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,15,,1,3,0,5,2,5,3,1,3,5,2,2,4,5,4
1029,3,1,1,98.94.65.133,1,2,1,11,3,6,31,2,2,4,1,2,,,,,,,,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,5,,,,3,4,,,2,2,3,1,1,2,1,3,2,1,4,1,3,4,4,3,3,3,1,2,1,1,,3,,,,7,,,,,,13,,,,,2,,4,,,,8,9,,,,,,,,1,1,8,1,2,3,2,3,4,2,2,1,2,4,5
1030,3,2,1,74.195.223.211,1,2,1,37,3,6,28,5,2,4,5,5,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,1,2,3,,,,2,4,3,1,4,3,2,2,6,2,2,2,6,2,5,5,5,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,3,0,6,6,6,6,6,6,6,6,6,6,6,6
1032,3,2,1,68.230.205.188,1,2,2,47,3,6,27,1,2,2,5,1,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,6,2,4,4,2,4,3,3,2,6,2,2,2,6,2,5,5,5,3,3,3,3,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,16,3,3,1,6,2,3,3,6,3,4,3,6,6,6,6
1035,1,1,1,66.87.30.3,1,2,1,31,1,2,33,2,2,6,2,2,,,,,,,,8,4,7,,2,3,,,6,,,,,,,,1,,3,,,,,,,,,,13,14,,1,,,3,,,,,,,,,6,2,2,4,1,3,2,2,3,6,3,2,2,3,2,6,5,5,1,3,3,1,,,,,,,,,,10,11,,,14,,,,,,,,,,,,10,,,,,,,1,1,5,3,2,6,3,2,6,6,3,2,6,2,3
1037,1,1,1,100.2.77.181,1,1,1,33,1,1,31,1,2,5,2,1,,,,,,,,8,5,4,,2,,,,6,,,,,,,,1,,,,,,,,,,11,12,,14,,2,,,,,,,,,,,,,2,3,3,1,2,2,2,6,5,6,2,6,6,2,6,5,4,1,3,3,1,,,,4,,,,8,9,10,11,,,,,,,,,4,,6,,,,,,,,,,,3,2,5,2,2,6,2,1,6,2,3,2,2,6,2
1041,3,2,3,50.35.40.238,1,2,1,48,4,8,34,1,2,4,2,1,,,,,,,,8,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,6,2,4,4,3,2,3,4,3,4,4,4,3,2,4,4,4,3,2,2,2,2,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,3,0,5,4,4,5,6,6,6,5,3,6,5,6
1044,3,2,1,172.58.137.248,1,2,1,26,2,4,29,1,2,2,4,1,,,,,,,,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,4,,,,2,,4,,,2,2,4,1,1,2,1,4,3,1,1,5,4,1,2,5,5,1,3,3,1,,,,,,,,,,10,11,12,,14,,,,,,,,,,,,,,,,,,16,1,1,9,2,2,3,2,1,2,2,4,2,2,2,2
1048,2,1,1,24.20.175.93,1,1,1,48,4,7,80,1,2,3,7,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,3,1,2,1,1,2,1,1,6,1,6,6,6,1,1,3,1,1,2,,4,,,,8,,,,12,,14,,,,,,,,,,,,,,,,,,16,3,3,7,5,4,4,5,2,3,2,3,3,3,3,4
1049,2,2,1,184.100.74.181,1,1,1,24,2,3,57,1,2,3,5,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,4,1,1,1,1,2,2,2,2,2,2,2,3,5,5,1,3,3,3,1,,,4,,6,,8,,10,,12,,14,,,,,,4,,6,,,,10,,12,,,,,3,3,9,3,3,3,2,1,2,2,2,2,6,4,4
1051,2,1,1,173.218.39.226,1,2,1,26,2,4,35,1,2,3,5,1,,,,,,,,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,3,,,,2,3,3,2,4,2,3,6,6,6,4,4,5,6,6,4,6,3,1,3,2,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,13,,,,2,2,6,6,3,6,6,3,6,6,6,6,6,6,6
1052,3,2,1,70.118.206.238,1,2,2,17,2,4,32,1,2,3,2,1,,,,,,,,8,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,4,,,,,,,5,,1,1,4,4,4,1,1,4,3,3,1,5,3,4,5,5,5,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6
1054,1,1,1,66.87.148.38,1,1,1,11,3,5,41,1,2,5,1,1,,,,,,,,8,4,5,,,3,,,,,8,,,,,,,2,3,,,,,8,9,,11,12,,14,,2,,,,,,,,,,,,,2,1,3,2,1,1,1,2,2,2,2,2,1,3,2,5,5,1,3,1,2,,,,4,,6,,8,,10,,,13,14,15,,1,2,,4,,6,7,8,,10,11,12,,14,15,,2,3,7,3,3,4,4,1,3,3,1,1,2,1,3
1060,1,2,2,107.77.203.231,1,1,1,9,3,5,31,1,2,5,1,1,,,,,,,,8,6,7,,,3,4,5,,7,,,10,,12,,,,,,5,,,,9,10,,,,,,2,,,,,,,,,,,,,2,1,3,2,2,1,2,2,3,1,1,3,4,1,4,2,6,2,3,3,1,,,,4,,,,,,,,,,14,,,,,,,,,,,,,,,13,,,,2,3,6,5,5,5,2,5,4,3,5,3,2,2,5
1064,3,2,1,71.45.21.112,1,2,1,1,3,6,35,6,2,3,2,6,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,1,,,,,,2,2,3,1,1,2,2,3,3,2,2,4,4,1,3,1,5,1,3,3,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,16,2,3,6,6,4,4,1,2,3,6,3,5,5,5,5
1065,3,1,3,172.58.200.118,1,2,1,39,1,2,27,6,1,3,5,3,,,,,,,,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,,,,,,,,,6,2,4,2,1,2,3,4,2,5,4,4,2,6,1,5,5,5,3,3,3,3,,,,4,,,,,,10,,,,,,,,,,4,,,,,,,,12,,14,,,3,2,0,5,3,3,5,1,6,2,5,2,2,2,3
1067,3,1,1,73.252.91.183,1,2,1,43,3,6,61,1,2,3,1,1,,,,,,,7,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,6,2,4,3,3,3,3,1,2,6,3,4,2,4,3,6,6,6,2,1,1,2,,,,4,5,,,,,,,,,,,,1,,3,,,,7,8,,,,,,,,,2,2,3,4,3,4,4,6,6,3,6,6,4,3,6
1068,3,2,3,68.108.176.140,1,2,1,29,4,8,27,3,,3,5,3,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,1,,,,,,2,3,5,2,3,2,3,4,4,2,4,4,4,3,4,3,4,2,3,3,1,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,16,1,1,7,3,5,5,4,1,2,5,3,4,3,4,3
1069,3,1,3,71.219.215.128,1,2,1,6,4,8,55,2,2,4,1,2,,,,,,,,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,5,,1,3,4,1,2,2,2,2,2,2,2,3,3,1,5,5,5,2,1,1,1,,,,,,,,,,,11,,,,,,,,,,,6,,,,,,,,,,,3,2,5,2,1,2,1,1,2,2,1,1,2,2,1
1072,2,1,1,98.251.190.0,1,2,2,15,2,4,58,1,2,3,5,1,,,,,,,,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,2,1,3,2,2,2,1,1,1,2,3,2,3,5,2,1,1,1,1,,,,,,6,,8,,10,,12,,14,,,,,,,,,,,,,,,13,,,,1,3,8,2,4,5,3,1,2,2,2,1,2,2,4
1073,1,1,1,67.197.14.36,1,1,1,41,3,5,37,1,2,5,2,1,,,,,,,,8,4,4,1,,3,,,6,,,9,,,,,1,,,,5,,,8,,,11,,,,,1,1,,,4,,,,,,,,6,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,2,2,1,1,1,1,1,,,,5,,7,,,,,,,,,,,2,,,,,7,,,,,12,,,,,1,1,9,1,1,1,2,1,1,2,1,1,1,3,2
1076,3,1,2,174.31.15.8,1,2,1,48,4,8,33,1,2,3,1,1,,,,,,,,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,4,5,,,2,,,5,,1,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,12,,,,,,,,,,,,8,,,,,,,,,1,1,8,3,3,3,3,3,3,3,3,3,3,3,3
